Customer_ID,Customer_Name,Customer_Segment,City_ID,City,State,Region
CU0140,Customer 140,Regular,C011,Indore,Madhya Pradesh,Central
CU0141,Customer 141,Regular,C014,Surat,Gujarat,West
CU0142,Customer 142,Regular,C011,Indore,Madhya Pradesh,Central
CU0143,Customer 143,Premium,C013,Chandigarh,Chandigarh,North
CU0144,Customer 144,Premium,C013,Chandigarh,Chandigarh,North
CU0145,Customer 145,Regular,C013,Chandigarh,Chandigarh,North
CU0146,Customer 146,New,C002,Mumbai,Maharashtra,West
CU0147,Customer 147,Regular,C002,Mumbai,Maharashtra,West
CU0148,Customer 148,Regular,C006,Kolkata,West Bengal,East
CU0149,Customer 149,New,C008,Ahmedabad,Gujarat,West
CU0150,Customer 150,Regular,C010,Lucknow,Uttar Pradesh,North
CU0151,Customer 151,Regular,C015,Nagpur,Maharashtra,Central
CU0152,Customer 152,Regular,C014,Surat,Gujarat,West
CU0153,Customer 153,Regular,C003,Bengaluru,Karnataka,South
CU0154,Customer 154,Regular,C010,Lucknow,Uttar Pradesh,North
CU0155,Customer 155,New,C012,Kochi,Kerala,South
CU0156,Customer 156,Regular,C007,Pune,Maharashtra,West
CU0157,Customer 157,Premium,C003,Bengaluru,Karnataka,South
CU0158,Customer 158,Regular,C014,Surat,Gujarat,West
CU0159,Customer 159,Regular,C010,Lucknow,Uttar Pradesh,North
CU0160,Customer 160,Regular,C012,Kochi,Kerala,South
CU0161,Customer 161,Premium,C005,Hyderabad,Telangana,South
CU0162,Customer 162,Regular,C013,Chandigarh,Chandigarh,North
CU0163,Customer 163,Regular,C006,Kolkata,West Bengal,East
CU0164,Customer 164,New,C008,Ahmedabad,Gujarat,West
CU0165,Customer 165,Regular,C012,Kochi,Kerala,South
CU0166,Customer 166,Regular,C010,Lucknow,Uttar Pradesh,North
CU0167,Customer 167,Premium,C014,Surat,Gujarat,West
CU0168,Customer 168,New,C007,Pune,Maharashtra,West
CU0169,Customer 169,Regular,C005,Hyderabad,Telangana,South
CU0170,Customer 170,Regular,C007,Pune,Maharashtra,West
CU0171,Customer 171,Premium,C015,Nagpur,Maharashtra,Central
CU0172,Customer 172,Regular,C012,Kochi,Kerala,South
CU0173,Customer 173,Regular,C014,Surat,Gujarat,West
CU0174,Customer 174,Regular,C001,Delhi,Delhi,North
CU0175,Customer 175,Regular,C003,Bengaluru,Karnataka,South
CU0176,Customer 176,Regular,C013,Chandigarh,Chandigarh,North
CU0177,Customer 177,Regular,C014,Surat,Gujarat,West
CU0178,Customer 178,Regular,C014,Surat,Gujarat,West
CU0179,Customer 179,Regular,C009,Jaipur,Rajasthan,North
CU0180,Customer 180,Regular,C003,Bengaluru,Karnataka,South
CU0181,Customer 181,Regular,C011,Indore,Madhya Pradesh,Central
CU0182,Customer 182,Regular,C001,Delhi,Delhi,North
CU0183,Customer 183,Premium,C007,Pune,Maharashtra,West
CU0184,Customer 184,Regular,C009,Jaipur,Rajasthan,North
CU0185,Customer 185,Regular,C013,Chandigarh,Chandigarh,North
CU0186,Customer 186,New,C005,Hyderabad,Telangana,South
CU0187,Customer 187,Regular,C012,Kochi,Kerala,South
CU0188,Customer 188,Regular,C013,Chandigarh,Chandigarh,North
CU0189,Customer 189,Regular,C014,Surat,Gujarat,West
CU0190,Customer 190,Regular,C004,Chennai,Tamil Nadu,South
CU0191,Customer 191,Regular,C015,Nagpur,Maharashtra,Central
CU0192,Customer 192,Regular,C007,Pune,Maharashtra,West
CU0193,Customer 193,Regular,C014,Surat,Gujarat,West
CU0194,Customer 194,Premium,C008,Ahmedabad,Gujarat,West
CU0195,Customer 195,New,C002,Mumbai,Maharashtra,West
CU0196,Customer 196,Regular,C001,Delhi,Delhi,North
CU0197,Customer 197,New,C013,Chandigarh,Chandigarh,North
CU0198,Customer 198,New,C013,Chandigarh,Chandigarh,North
CU0199,Customer 199,Premium,C005,Hyderabad,Telangana,South
CU0200,Customer 200,Premium,C013,Chandigarh,Chandigarh,North
CU0201,Customer 201,Regular,C010,Lucknow,Uttar Pradesh,North
CU0202,Customer 202,Regular,C012,Kochi,Kerala,South
CU0203,Customer 203,New,C005,Hyderabad,Telangana,South
CU0204,Customer 204,Regular,C008,Ahmedabad,Gujarat,West
CU0205,Customer 205,Premium,C012,Kochi,Kerala,South
CU0206,Customer 206,Regular,C006,Kolkata,West Bengal,East
CU0207,Customer 207,Regular,C001,Delhi,Delhi,North
CU0208,Customer 208,Regular,C003,Bengaluru,Karnataka,South
CU0209,Customer 209,Regular,C010,Lucknow,Uttar Pradesh,North
CU0210,Customer 210,Regular,C004,Chennai,Tamil Nadu,South
CU0211,Customer 211,Regular,C012,Kochi,Kerala,South
CU0212,Customer 212,Premium,C005,Hyderabad,Telangana,South
CU0213,Customer 213,New,C004,Chennai,Tamil Nadu,South
CU0214,Customer 214,New,C005,Hyderabad,Telangana,South
CU0215,Customer 215,Regular,C013,Chandigarh,Chandigarh,North
CU0216,Customer 216,Regular,C008,Ahmedabad,Gujarat,West
CU0217,Customer 217,Premium,C015,Nagpur,Maharashtra,Central
CU0218,Customer 218,Premium,C013,Chandigarh,Chandigarh,North
CU0219,Customer 219,Premium,C009,Jaipur,Rajasthan,North
CU0220,Customer 220,Regular,C008,Ahmedabad,Gujarat,West
CU0221,Customer 221,Regular,C003,Bengaluru,Karnataka,South
CU0222,Customer 222,Premium,C012,Kochi,Kerala,South
CU0223,Customer 223,Regular,C008,Ahmedabad,Gujarat,West
CU0224,Customer 224,Regular,C013,Chandigarh,Chandigarh,North
CU0225,Customer 225,Premium,C010,Lucknow,Uttar Pradesh,North
CU0226,Customer 226,Regular,C002,Mumbai,Maharashtra,West
CU0227,Customer 227,Regular,C008,Ahmedabad,Gujarat,West
CU0228,Customer 228,New,C015,Nagpur,Maharashtra,Central
CU0229,Customer 229,Regular,C003,Bengaluru,Karnataka,South
CU0230,Customer 230,Premium,C013,Chandigarh,Chandigarh,North
CU0231,Customer 231,New,C015,Nagpur,Maharashtra,Central
CU0232,Customer 232,Regular,C012,Kochi,Kerala,South
CU0233,Customer 233,Regular,C011,Indore,Madhya Pradesh,Central
CU0234,Customer 234,Regular,C009,Jaipur,Rajasthan,North
CU0235,Customer 235,Regular,C003,Bengaluru,Karnataka,South
CU0236,Customer 236,Regular,C003,Bengaluru,Karnataka,South
CU0237,Customer 237,Regular,C008,Ahmedabad,Gujarat,West
CU0238,Customer 238,Premium,C007,Pune,Maharashtra,West
CU0239,Customer 239,Regular,C014,Surat,Gujarat,West
CU0240,Customer 240,Regular,C012,Kochi,Kerala,South
CU0241,Customer 241,Regular,C003,Bengaluru,Karnataka,South
CU0242,Customer 242,Regular,C014,Surat,Gujarat,West
CU0243,Customer 243,Premium,C011,Indore,Madhya Pradesh,Central
CU0244,Customer 244,Regular,C002,Mumbai,Maharashtra,West
CU0245,Customer 245,Premium,C014,Surat,Gujarat,West
CU0246,Customer 246,Regular,C012,Kochi,Kerala,South
CU0247,Customer 247,Premium,C012,Kochi,Kerala,South
CU0248,Customer 248,Regular,C014,Surat,Gujarat,West
CU0249,Customer 249,Regular,C012,Kochi,Kerala,South
CU0250,Customer 250,Regular,C006,Kolkata,West Bengal,East
CU0251,Customer 251,New,C015,Nagpur,Maharashtra,Central
CU0252,Customer 252,Regular,C003,Bengaluru,Karnataka,South
CU0253,Customer 253,Premium,C012,Kochi,Kerala,South
CU0254,Customer 254,Regular,C006,Kolkata,West Bengal,East
CU0255,Customer 255,Premium,C015,Nagpur,Maharashtra,Central
CU0256,Customer 256,Regular,C015,Nagpur,Maharashtra,Central
CU0257,Customer 257,New,C003,Bengaluru,Karnataka,South
CU0258,Customer 258,Premium,C006,Kolkata,West Bengal,East
CU0259,Customer 259,Regular,C013,Chandigarh,Chandigarh,North
CU0260,Customer 260,New,C015,Nagpur,Maharashtra,Central
CU0261,Customer 261,Regular,C014,Surat,Gujarat,West
CU0262,Customer 262,Regular,C010,Lucknow,Uttar Pradesh,North
CU0263,Customer 263,Regular,C001,Delhi,Delhi,North
CU0264,Customer 264,Regular,C011,Indore,Madhya Pradesh,Central
CU0265,Customer 265,Regular,C011,Indore,Madhya Pradesh,Central
CU0266,Customer 266,Regular,C013,Chandigarh,Chandigarh,North
CU0267,Customer 267,Regular,C005,Hyderabad,Telangana,South
CU0268,Customer 268,New,C007,Pune,Maharashtra,West
CU0269,Customer 269,Regular,C012,Kochi,Kerala,South
CU0270,Customer 270,New,C012,Kochi,Kerala,South
CU0271,Customer 271,Regular,C001,Delhi,Delhi,North
CU0272,Customer 272,Premium,C014,Surat,Gujarat,West
CU0273,Customer 273,New,C001,Delhi,Delhi,North
CU0274,Customer 274,Premium,C002,Mumbai,Maharashtra,West
CU0275,Customer 275,Regular,C003,Bengaluru,Karnataka,South
CU0276,Customer 276,New,C010,Lucknow,Uttar Pradesh,North
CU0277,Customer 277,Regular,C013,Chandigarh,Chandigarh,North
CU0278,Customer 278,Regular,C001,Delhi,Delhi,North
CU0279,Customer 279,Regular,C013,Chandigarh,Chandigarh,North
CU0280,Customer 280,New,C012,Kochi,Kerala,South
CU0281,Customer 281,Regular,C005,Hyderabad,Telangana,South
CU0282,Customer 282,Regular,C010,Lucknow,Uttar Pradesh,North
CU0283,Customer 283,Regular,C003,Bengaluru,Karnataka,South
CU0284,Customer 284,Premium,C001,Delhi,Delhi,North
CU0285,Customer 285,Premium,C015,Nagpur,Maharashtra,Central
CU0286,Customer 286,Regular,C004,Chennai,Tamil Nadu,South
CU0287,Customer 287,New,C011,Indore,Madhya Pradesh,Central
CU0288,Customer 288,Premium,C013,Chandigarh,Chandigarh,North
CU0289,Customer 289,Premium,C013,Chandigarh,Chandigarh,North
CU0290,Customer 290,Regular,C011,Indore,Madhya Pradesh,Central
CU0291,Customer 291,Regular,C007,Pune,Maharashtra,West
CU0292,Customer 292,Regular,C004,Chennai,Tamil Nadu,South
CU0293,Customer 293,Premium,C009,Jaipur,Rajasthan,North
CU0294,Customer 294,New,C012,Kochi,Kerala,South
CU0295,Customer 295,Premium,C007,Pune,Maharashtra,West
CU0296,Customer 296,Regular,C003,Bengaluru,Karnataka,South
CU0297,Customer 297,Premium,C001,Delhi,Delhi,North
CU0298,Customer 298,New,C005,Hyderabad,Telangana,South
CU0299,Customer 299,Regular,C012,Kochi,Kerala,South
CU0300,Customer 300,Regular,C010,Lucknow,Uttar Pradesh,North
CU0301,Customer 301,New,C001,Delhi,Delhi,North
CU0302,Customer 302,Premium,C001,Delhi,Delhi,North
CU0303,Customer 303,Regular,C007,Pune,Maharashtra,West
CU0304,Customer 304,Regular,C003,Bengaluru,Karnataka,South
CU0305,Customer 305,Regular,C006,Kolkata,West Bengal,East
CU0306,Customer 306,Premium,C015,Nagpur,Maharashtra,Central
CU0307,Customer 307,Regular,C004,Chennai,Tamil Nadu,South
CU0308,Customer 308,Regular,C010,Lucknow,Uttar Pradesh,North
CU0309,Customer 309,Regular,C004,Chennai,Tamil Nadu,South
CU0310,Customer 310,Regular,C015,Nagpur,Maharashtra,Central
CU0311,Customer 311,Premium,C009,Jaipur,Rajasthan,North
CU0312,Customer 312,New,C011,Indore,Madhya Pradesh,Central
CU0313,Customer 313,Regular,C003,Bengaluru,Karnataka,South
CU0314,Customer 314,Regular,C003,Bengaluru,Karnataka,South
CU0315,Customer 315,Regular,C014,Surat,Gujarat,West
CU0316,Customer 316,Regular,C008,Ahmedabad,Gujarat,West
CU0317,Customer 317,Regular,C015,Nagpur,Maharashtra,Central
CU0318,Customer 318,Regular,C005,Hyderabad,Telangana,South
CU0319,Customer 319,Premium,C012,Kochi,Kerala,South
CU0320,Customer 320,Regular,C010,Lucknow,Uttar Pradesh,North
CU0321,Customer 321,Regular,C003,Bengaluru,Karnataka,South
CU0322,Customer 322,Regular,C007,Pune,Maharashtra,West
CU0323,Customer 323,Regular,C010,Lucknow,Uttar Pradesh,North
CU0324,Customer 324,Regular,C005,Hyderabad,Telangana,South
CU0325,Customer 325,Regular,C008,Ahmedabad,Gujarat,West
CU0326,Customer 326,Regular,C008,Ahmedabad,Gujarat,West
CU0327,Customer 327,Premium,C006,Kolkata,West Bengal,East
CU0328,Customer 328,Premium,C009,Jaipur,Rajasthan,North
CU0329,Customer 329,Regular,C009,Jaipur,Rajasthan,North
CU0330,Customer 330,Premium,C010,Lucknow,Uttar Pradesh,North
CU0331,Customer 331,Regular,C006,Kolkata,West Bengal,East
CU0332,Customer 332,Premium,C009,Jaipur,Rajasthan,North
CU0333,Customer 333,Regular,C008,Ahmedabad,Gujarat,West
CU0334,Customer 334,Premium,C006,Kolkata,West Bengal,East
CU0335,Customer 335,New,C009,Jaipur,Rajasthan,North
CU0336,Customer 336,Regular,C014,Surat,Gujarat,West
CU0337,Customer 337,Premium,C012,Kochi,Kerala,South
CU0338,Customer 338,Regular,C008,Ahmedabad,Gujarat,West
CU0339,Customer 339,Regular,C008,Ahmedabad,Gujarat,West
CU0340,Customer 340,Regular,C013,Chandigarh,Chandigarh,North
CU0341,Customer 341,Premium,C001,Delhi,Delhi,North
CU0342,Customer 342,Regular,C002,Mumbai,Maharashtra,West
CU0343,Customer 343,Regular,C002,Mumbai,Maharashtra,West
CU0344,Customer 344,Regular,C005,Hyderabad,Telangana,South
CU0345,Customer 345,Premium,C011,Indore,Madhya Pradesh,Central
CU0346,Customer 346,Regular,C005,Hyderabad,Telangana,South
CU0347,Customer 347,New,C007,Pune,Maharashtra,West
CU0348,Customer 348,Regular,C013,Chandigarh,Chandigarh,North
CU0349,Customer 349,Regular,C011,Indore,Madhya Pradesh,Central
CU0350,Customer 350,Regular,C003,Bengaluru,Karnataka,South
CU0351,Customer 351,New,C008,Ahmedabad,Gujarat,West
CU0352,Customer 352,New,C006,Kolkata,West Bengal,East
CU0353,Customer 353,Regular,C007,Pune,Maharashtra,West
CU0354,Customer 354,Premium,C012,Kochi,Kerala,South
CU0355,Customer 355,Regular,C003,Bengaluru,Karnataka,South
CU0356,Customer 356,Premium,C011,Indore,Madhya Pradesh,Central
CU0357,Customer 357,Regular,C006,Kolkata,West Bengal,East
CU0358,Customer 358,Regular,C001,Delhi,Delhi,North
CU0359,Customer 359,Regular,C008,Ahmedabad,Gujarat,West
CU0360,Customer 360,Premium,C003,Bengaluru,Karnataka,South
CU0361,Customer 361,Regular,C014,Surat,Gujarat,West
CU0362,Customer 362,Premium,C015,Nagpur,Maharashtra,Central
CU0363,Customer 363,Regular,C013,Chandigarh,Chandigarh,North
CU0364,Customer 364,Regular,C015,Nagpur,Maharashtra,Central
CU0365,Customer 365,Regular,C013,Chandigarh,Chandigarh,North
CU0366,Customer 366,Premium,C006,Kolkata,West Bengal,East
CU0367,Customer 367,Regular,C001,Delhi,Delhi,North
CU0368,Customer 368,Regular,C007,Pune,Maharashtra,West
CU0369,Customer 369,New,C005,Hyderabad,Telangana,South
CU0370,Customer 370,Regular,C003,Bengaluru,Karnataka,South
CU0371,Customer 371,Regular,C010,Lucknow,Uttar Pradesh,North
CU0372,Customer 372,Regular,C004,Chennai,Tamil Nadu,South
CU0373,Customer 373,Regular,C015,Nagpur,Maharashtra,Central
CU0374,Customer 374,Regular,C009,Jaipur,Rajasthan,North
CU0375,Customer 375,Premium,C005,Hyderabad,Telangana,South
CU0376,Customer 376,Premium,C004,Chennai,Tamil Nadu,South
CU0377,Customer 377,Premium,C009,Jaipur,Rajasthan,North
CU0378,Customer 378,Premium,C010,Lucknow,Uttar Pradesh,North
CU0379,Customer 379,Regular,C010,Lucknow,Uttar Pradesh,North
CU0380,Customer 380,Regular,C001,Delhi,Delhi,North
CU0381,Customer 381,Premium,C014,Surat,Gujarat,West
CU0382,Customer 382,Regular,C006,Kolkata,West Bengal,East
CU0383,Customer 383,New,C008,Ahmedabad,Gujarat,West
CU0384,Customer 384,Regular,C012,Kochi,Kerala,South
CU0385,Customer 385,Regular,C007,Pune,Maharashtra,West
CU0386,Customer 386,New,C014,Surat,Gujarat,West
CU0387,Customer 387,Regular,C006,Kolkata,West Bengal,East
CU0388,Customer 388,Regular,C006,Kolkata,West Bengal,East
CU0389,Customer 389,Regular,C008,Ahmedabad,Gujarat,West
CU0390,Customer 390,New,C002,Mumbai,Maharashtra,West
CU0391,Customer 391,Regular,C010,Lucknow,Uttar Pradesh,North
CU0392,Customer 392,Regular,C010,Lucknow,Uttar Pradesh,North
CU0393,Customer 393,Regular,C005,Hyderabad,Telangana,South
CU0394,Customer 394,New,C003,Bengaluru,Karnataka,South
CU0395,Customer 395,Regular,C011,Indore,Madhya Pradesh,Central
CU0396,Customer 396,Regular,C007,Pune,Maharashtra,West
CU0397,Customer 397,Regular,C009,Jaipur,Rajasthan,North
CU0398,Customer 398,Premium,C001,Delhi,Delhi,North
CU0399,Customer 399,New,C008,Ahmedabad,Gujarat,West
CU0400,Customer 400,Premium,C010,Lucknow,Uttar Pradesh,North
CU0401,Customer 401,Premium,C014,Surat,Gujarat,West
CU0402,Customer 402,New,C008,Ahmedabad,Gujarat,West
CU0403,Customer 403,New,C008,Ahmedabad,Gujarat,West
CU0404,Customer 404,Premium,C011,Indore,Madhya Pradesh,Central
CU0405,Customer 405,Regular,C007,Pune,Maharashtra,West
CU0406,Customer 406,Premium,C014,Surat,Gujarat,West
CU0407,Customer 407,Regular,C013,Chandigarh,Chandigarh,North
CU0408,Customer 408,Premium,C007,Pune,Maharashtra,West
CU0409,Customer 409,New,C007,Pune,Maharashtra,West
CU0410,Customer 410,Regular,C015,Nagpur,Maharashtra,Central
CU0411,Customer 411,Premium,C013,Chandigarh,Chandigarh,North
CU0412,Customer 412,Regular,C012,Kochi,Kerala,South
CU0413,Customer 413,Regular,C001,Delhi,Delhi,North
CU0414,Customer 414,Premium,C002,Mumbai,Maharashtra,West
CU0415,Customer 415,New,C015,Nagpur,Maharashtra,Central
CU0416,Customer 416,Regular,C008,Ahmedabad,Gujarat,West
CU0417,Customer 417,Regular,C005,Hyderabad,Telangana,South
CU0418,Customer 418,Premium,C015,Nagpur,Maharashtra,Central
CU0419,Customer 419,Regular,C010,Lucknow,Uttar Pradesh,North
CU0420,Customer 420,Premium,C002,Mumbai,Maharashtra,West
CU0421,Customer 421,Premium,C004,Chennai,Tamil Nadu,South
CU0422,Customer 422,Regular,C014,Surat,Gujarat,West
CU0423,Customer 423,Regular,C001,Delhi,Delhi,North
CU0424,Customer 424,Regular,C006,Kolkata,West Bengal,East
CU0425,Customer 425,Premium,C014,Surat,Gujarat,West
CU0426,Customer 426,Premium,C011,Indore,Madhya Pradesh,Central
CU0427,Customer 427,Premium,C001,Delhi,Delhi,North
CU0428,Customer 428,Premium,C013,Chandigarh,Chandigarh,North
CU0429,Customer 429,Regular,C006,Kolkata,West Bengal,East
CU0430,Customer 430,Premium,C001,Delhi,Delhi,North
